"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name"
"Glossanodon semifasciatus",1,0,"Glossanodon semifasciatus","Animalia","Chordata","Actinopterygii","Osmeriformes","Argentinidae","gbif","GBIF:2411213","Glossanodon semifasciatus","Glossanodon semifasciatus"
"Glossina sp.",1,0,"Glossina sp.","Animalia","Arthropoda","Insecta","Diptera","Glossinidae","Bioshifts_v1",NA,"Glossina sp.","Glossina sp."
"Glossopetalon spinescens",1,1,"Glossopetalon spinescens","Plantae","Tracheophyta","Magnoliopsida","Crossosomatales","Crossosomataceae","gbif","GBIF:2986086","Glossopetalon spinescens","Glossopetalon spinescens var. aridum"
"Dictyota nigricans",1,0,"Dictyota nigricans",NA,NA,"Phaeophyceae","Dictyotales","Dictyotaceae","ncbi","NCBI:1150639","Glossophora nigricans","Glossophora nigricans"
"Glossopsitta concinna",1,0,"Glossopsitta concinna","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","gbif","GBIF:2480170","Glossopsitta concinna","Glossopsitta concinna"
"Glossopsitta porphyrocephala",1,0,"Glossopsitta porphyrocephala","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","gbif","GBIF:2480169","Glossopsitta porphyrocephala","Glossopsitta porphyrocephala"
"Glossopsitta pusilla",1,0,"Glossopsitta pusilla","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","gbif","GBIF:2480168","Glossopsitta pusilla","Glossopsitta pusilla"
"Gloydius intermedius",1,1,"Gloydius intermedius","Animalia","Chordata","Reptilia","Squamata","Viperidae","gbif","GBIF:2444616","Gloydius intermedius","Gloydius intermedius"
"Appias drusilla",0,1,"Glutophrissa drusilla","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","gbif","GBIF:1920803","Glutophrissa drusilla","Glutophrissa drusilla"
"Appias drusilla",1,0,"Glutophrissa drusilla","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","gbif","GBIF:1920803","Glutophrissa drusilla","Glutophrissa drusilla tenuis"
"Glycera alba",1,1,"Glycera alba","Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae","gbif","GBIF:5195463","Glycera alba","Glycera alba"
"Glycera americana",1,0,"Glycera americana","Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae","gbif","GBIF:5195524","Glycera americana","Glycera americana"
"Glycera lapidum",1,1,"Glycera lapidum","Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae","gbif","GBIF:5195441","Glycera lapidum","Glycera lapidum"
"Glyceria borealis",1,1,"Glyceria borealis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705493","Glyceria borealis","Glyceria borealis"
"Glyceria declinata",1,1,"Glyceria declinata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705488","Glyceria declinata","Glyceria declinata"
"Glyceria elata",1,1,"Glyceria elata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:8545268","Glyceria elata","Glyceria elata"
"Glyceria fluitans",1,1,"Glyceria fluitans","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705495","Glyceria fluitans","Glyceria fluitans"
"Glyceria maxima",1,1,"Glyceria maxima","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705484","Glyceria maxima","Glyceria maxima"
"Glyceria notata",1,1,"Glyceria notata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:4105780","Glyceria notata","Glyceria notata"
"Glyceria notata",1,0,"Glyceria notata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:4105780","Glyceria plicata","Glyceria plicata"
"Glyceria striata",1,1,"Glyceria striata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705503","Glyceria striata","Glyceria striata"
"Glycichaera fallax",1,0,"Timeliopsis fallax","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","gbif","GBIF:2487034","Glycichaera fallax","Glycichaera fallax"
"Glycinde nordmanni",1,1,"Glycinde nordmanni","Animalia","Annelida","Polychaeta","Phyllodocida","Goniadidae","gbif","GBIF:2316513","Glycinde nordmanni","Glycinde nordmanni"
"Glycinde solitaria",1,0,"Glycinde multidens","Animalia","Annelida","Polychaeta","Phyllodocida","Goniadidae","gbif","GBIF:2316509","Glycinde solitaria","Glycinde solitaria"
"Glyciphila melanops",1,0,"Glyciphila melanops","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Bioshifts_v1",NA,"Glyciphila melanops","Glyciphila melanops"
"Glycyrrhiza lepidota",1,1,"Glycyrrhiza lepidota","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2965778","Glycyrrhiza lepidota","Glycyrrhiza lepidota"
"Glyphomitrium daviesii",1,0,"Glyphomitrium daviesii","Plantae","Bryophyta","Bryopsida","Grimmiales","Ptychomitriaceae","gbif","GBIF:2674177","Glyphomitrium daviesii","Glyphomitrium daviesii"
"Glyphorynchus spirurus",1,1,"Glyphorynchus spirurus","Animalia","Chordata","Aves","Passeriformes","Furnariidae","gbif","GBIF:2485341","Glyphorynchus spirurus","Glyphorynchus spirurus"
"Glyptocephalus cynoglossus",1,1,"Glyptocephalus cynoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","gbif","GBIF:5213996","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus"
"Glyptocephalus stelleri",1,0,"Glyptocephalus stelleri","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","gbif","GBIF:5213991","Glyptocephalus stelleri","Glyptocephalus stelleri"
"Glyptocephalus zachirus",1,1,"Glyptocephalus zachirus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","gbif","GBIF:5214001","Glyptocephalus zachirus","Glyptocephalus zachirus"
"Glyptopleura marginata",1,1,"Glyptopleura marginata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5404775","Glyptopleura marginata","Glyptopleura marginata"
"Gnaphalium hoppeanum",1,1,"Omalotheca hoppeana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3103058","Gnaphalium hoppeanum","Gnaphalium hoppeanum"
"Gnaphalium hoppeanum",1,1,"Omalotheca hoppeana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3103058","Gnaphalium hoppeanum","Gnaphalium hoppeanum supinum"
"Gnaphalium palustre",1,1,"Gnaphalium palustre","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5390744","Gnaphalium palustre","Gnaphalium palustre"
"Gnaphalium supinum",1,1,"Gnaphalium supinum","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","ncbi","NCBI:261773","Gnaphalium supinum","Gnaphalium supinum"
"Gnaphalium sylvaticum",1,1,"Gnaphalium sylvaticum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:7995437","Gnaphalium sylvaticum","Gnaphalium sylvaticum"
"Gnaphalium uliginosum",1,1,"Gnaphalium uliginosum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5390848","Gnaphalium uliginosum","Gnaphalium uliginosum"
"Gnaphosa leporina",1,0,"Gnaphosa leporina","Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","gbif","GBIF:2133883","Gnaphosa leporina","Gnaphosa leporina"
"Gnathonarium dentatum",1,1,"Gnathonarium dentatum","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2137289","Gnathonarium dentatum","Gnathonarium dentatum"
"Gobio gobio",1,1,"Gobio gobio","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:4409628","Gobio gobio","Gobio gobio"
"Godonela avitusaria",1,1,"Godonela avitusaria","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:10997687","Godonela avitusaria","Godonela avitusaria"
"Godonela nora",0,1,"Godonela nora","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:9885895","Godonela nora","Godonela nora"
"Gomphocerippus rufus",1,1,"Gomphocerippus rufus","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","gbif","GBIF:1700023","Gomphocerippus rufus","Gomphocerippus rufus"
"Gomphus adelphus",0,1,"Gomphus adelphus","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051933","Gomphus brevis","Gomphus brevis"
"Arigomphus cornutus",0,1,"Arigomphus cornutus","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:1425909","Gomphus cornutus","Gomphus cornutus"
"Gomphus descriptus",0,1,"Gomphus descriptus","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051982","Gomphus descriptus","Gomphus descriptus"
"Gomphus fraternus",0,1,"Gomphus fraternus","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5715360","Gomphus fraternus","Gomphus fraternus"
"Arigomphus furcifer",0,1,"Arigomphus furcifer","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:1425906","Gomphus furcifer","Gomphus furcifer"
"Gomphus graslinellus",0,1,"Gomphus graslinellus","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051940","Gomphus graslinellus","Gomphus graslinellus"
"Gomphus graslinii",1,0,"Gomphus graslinii","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051921","Gomphus graslini","Gomphus graslini"
"Gomphus graslinii",0,1,"Gomphus graslinii","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051921","Gomphus graslinii","Gomphus graslinii"
"Gomphus lividus",0,1,"Gomphus lividus","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051935","Gomphus lividus","Gomphus lividus"
"Stylurus notatus",0,1,"Stylurus notatus","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051883","Gomphus notatus","Gomphus notatus"
"Gomphus pulchellus",1,1,"Gomphus pulchellus","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051947","Gomphus pulchellus","Gomphus pulchellus"
"Gomphus quadricolor",0,1,"Gomphus quadricolor","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051929","Gomphus quadricolor","Gomphus quadricolor"
"Gomphus schneiderii",1,0,"Gomphus schneiderii","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051972","Gomphus schneideri","Gomphus schneideri"
"Gomphus schneiderii",0,1,"Gomphus schneiderii","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051972","Gomphus schneiderii","Gomphus schneiderii"
"Stylurus scudderi",0,1,"Stylurus scudderi","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051900","Gomphus scudderi","Gomphus scudderi"
"Gomphus simillimus",1,1,"Gomphus simillimus","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051955","Gomphus simillimus","Gomphus simillimus"
"Gomphus spicatus",0,1,"Gomphus spicatus","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051914","Gomphus spicatus","Gomphus spicatus"
"Gomphus vastus",0,1,"Gomphus vastus","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5715364","Gomphus vastus","Gomphus vastus"
"Arigomphus villosipes",0,1,"Arigomphus villosipes","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:1425901","Gomphus villosipes","Gomphus villosipes"
"Gomphus vulgatissimus",1,1,"Gomphus vulgatissimus","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051951","Gomphus vulgatissimus","Gomphus vulgatissimus"
"Gomphus exilis",0,1,"Gomphus exilis","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","gbif","GBIF:5051945","Gompus exilis","Gompus exilis"
"Gonatium rubellum",1,1,"Gonatium rubellum","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2137765","Gonatium rubellum","Gonatium rubellum"
"Gonatium rubens",1,1,"Gonatium rubens","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2137760","Gonatium rubens","Gonatium rubens"
"Gonepteryx maxima",1,1,"Gonepteryx maxima","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","gbif","GBIF:1920706","Gonepteryx maxima","Gonepteryx maxima"
"Gonepteryx rhamni",1,1,"Gonepteryx rhamni","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","gbif","GBIF:1920712","Gonepteryx rhamni","Gonepteryx rhamni"
"Gongylidiellum latebricola",1,0,"Gongylidiellum latebricola","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2137414","Gongylidiellum latebricola","Gongylidiellum latebricola"
"Gongylidiellum vivum",1,1,"Gongylidiellum vivum","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2137419","Gongylidiellum vivum","Gongylidiellum vivum"
"Gongylidium rufipes",1,1,"Gongylidium rufipes","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2137109","Gongylidium rufipes","Gongylidium rufipes"
"Goniada maculata",1,1,"Goniada maculata","Animalia","Annelida","Polychaeta","Phyllodocida","Goniadidae","gbif","GBIF:2316603","Goniada maculata","Goniada maculata"
"Goniocidaris tubaria",1,1,"Goniocidaris tubaria","Animalia","Echinodermata","Echinoidea","Cidaroida","Cidaridae","gbif","GBIF:4876008","Goniocidaris tubaria","Goniocidaris tubaria"
"Gonorynchus gonorynchus",0,1,"Gonorynchus gonorynchus","Animalia","Chordata","Actinopterygii","Gonorynchiformes","Gonorynchidae","gbif","GBIF:2406413","Gonorynchus gonorynchus","Gonorynchus gonorynchus"
"Goodmania luteola",1,1,"Goodmania luteola","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2889043","Goodmania luteola","Goodmania luteola"
"Goodyera oblongifolia",1,1,"Goodyera oblongifolia","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2840754","Goodyera oblongifolia","Goodyera oblongifolia"
"Goodyera repens",1,1,"Goodyera repens","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2840931","Goodyera repens","Goodyera repens"
"Gordonia lasianthus",1,1,"Gordonia lasianthus","Plantae","Tracheophyta","Magnoliopsida","Ericales","Theaceae","gbif","GBIF:5421090","Gordonia lasianthus","Gordonia lasianthus"
"Gorgonocephalus eucnemis",1,1,"Gorgonocephalus eucnemis","Animalia","Echinodermata","Ophiuroidea","Euryalida","Gorgonocephalidae","gbif","GBIF:2278418","Gorgonocephalus eucnemis","Gorgonocephalus eucnemis"
"Gortyna flavago",1,1,"Gortyna flavago","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1768341","Gortyna flavago","Gortyna flavago"
"Gorytes quadrifasciatus",1,1,"Gorytes quadrifasciatus","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4494518","Gorytes quadrifasciatus","Gorytes quadrifasciatus"
"Gowardia nigricans",1,0,"Gowardia nigricans","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","gbif","GBIF:7772359","Gowardia nigrescens","Gowardia nigrescens"
"Gracilaria hermonii",1,0,"Gracilaria hermonii","Plantae","Rhodophyta","Florideophyceae","Gracilariales","Gracilariaceae","Bioshifts_v1",NA,"Gracilaria hermonii","Gracilaria hermonii"
"Gracula religiosa",0,1,"Gracula religiosa","Animalia","Chordata","Aves","Passeriformes","Sturnidae","gbif","GBIF:2488999","Gracula religiosa","Gracula religiosa"
"Apantesis quenseli",1,1,"Grammia quenseli","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","gbif","GBIF:1806149","Grammia quenseli","Grammia quenseli"
"Grammicolepis brachiusculus",0,1,"Grammicolepis brachiusculus","Animalia","Chordata","Actinopterygii","Zeiformes","Grammicolepididae","gbif","GBIF:2415265","Grammicolepis brachiusculus","Grammicolepis brachiusculus"
"Grammitis kerguelensis",1,1,"Notogrammitis crassior","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","gbif","GBIF:7869838","Grammitis kerguelensis","Grammitis kerguelensis"
"Notogrammitis crassior",1,1,"Notogrammitis crassior","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","gbif","GBIF:7869838","Grammitis kerguelensis","Grammitis kerguelensis"
"Grammoptera ruficornis",1,0,"Grammoptera ruficornis","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","gbif","GBIF:4458797","Grammoptera ruficornis","Grammoptera ruficornis"
"Granatina granatina",0,1,"Uraeginthus granatinus","Animalia","Chordata","Aves","Passeriformes","Estrildidae","gbif","GBIF:4845823","Granatina granatina","Granatina granatina"
"Grantiella picta",1,0,"Grantiella picta","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","gbif","GBIF:2487132","Grantiella picta","Grantiella picta"
"Graphiphora augur",1,1,"Graphiphora augur","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1791784","Graphiphora augur","Graphiphora augur"
"Graphium sarpedon",1,1,"Graphium sarpedon","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","gbif","GBIF:5141212","Graphium sarpedon","Graphium sarpedon"
"Graptodytes pictus",1,0,"Graptodytes pictus","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","gbif","GBIF:4470158","Graptodytes pictus","Graptodytes pictus"
"Gratiola ebracteata",1,1,"Gratiola ebracteata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3171932","Gratiola ebracteata","Gratiola ebracteata"
"Grayia spinosa",1,1,"Grayia spinosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","gbif","GBIF:5383933","Grayia spinosa","Grayia spinosa"
"Greta annette",0,1,"Greta annette","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:1895203","Greta annette","Greta annette"
"Greta annette",1,0,"Greta annette","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:1895203","Greta annette","Greta annette annette"
"Greta morgane",0,1,"Greta morgane","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:1895185","Greta morgane","Greta morgane"
"Greta morgane",1,0,"Greta morgane","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:1895185","Greta morgane","Greta morgane oto"
"Grewia bicolor",1,0,"Grewia bicolor","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:8042537","Grewia bicolor","Grewia bicolor"
"Grewia flavescens",1,0,"Grewia flavescens","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:4260042","Grewia flavescens","Grewia flavescens"
"Grewia villosa",1,0,"Grewia villosa","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:4259732","Grewia villosa","Grewia villosa"
"Griffithsia teges",1,0,"Griffithsia teges",NA,"Rhodophyta","Florideophyceae","Ceramiales","Ceramiaceae","ncbi","NCBI:242730","Griffithsia teges","Griffithsia teges"
"Grimmia crinita",1,1,"Grimmia crinita","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","gbif","GBIF:5281790","Grimmia crinita","Grimmia crinita"
"Grimmia curvata",1,0,"Grimmia ramondii","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","gbif","GBIF:5281809","Grimmia curvata","Grimmia curvata"
"Grimmia funalis",1,0,"Grimmia funalis","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","gbif","GBIF:5281724","Grimmia funalis","Grimmia funalis"
"Grimmia hartmanii",1,0,"Grimmia hartmanii","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","gbif","GBIF:5281758","Grimmia hartmanii","Grimmia hartmanii"
"Grimmia pulvinata",1,0,"Grimmia pulvinata","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","gbif","GBIF:5281453","Grimmia pulvinata","Grimmia pulvinata"
"Grindelia camporum",1,1,"Grindelia hirsutula","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3146233","Grindelia camporum","Grindelia camporum"
"Grindelia hirsutula",1,1,"Grindelia hirsutula","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3146233","Grindelia hirsutula","Grindelia hirsutula"
"Groenlandia densa",1,1,"Groenlandia densa","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:4009380","Groenlandia densa","Groenlandia densa"
"Grus antigone",1,0,"Grus antigone","Animalia","Chordata","Aves","Gruiformes","Gruidae","gbif","GBIF:2474945","Grus antigone","Grus antigone"
"Grus canadensis",1,0,"Grus canadensis","Animalia","Chordata","Aves","Gruiformes","Gruidae","gbif","GBIF:2474953","Grus canadensis","Grus canadensis"
"Grus grus",1,1,"Grus grus","Animalia","Chordata","Aves","Gruiformes","Gruidae","gbif","GBIF:2474950","Grus grus","Grus grus"
